"Cod";"Municipio";"Total";"Algodao";"Arroz";"Feijao";"Mandioca";"Milho";"Soja";"Trigo"
"4202503";"Bom Jardim da Serra (SC)";"..";"-";"-";"360";"-";"1344";"-";"-"
"4202537";"Bom Jesus (SC)";"..";"-";"-";"282";"180";"6120";"10179";"450"
"4202578";"Bom Jesus do Oeste (SC)";"..";"-";"-";"70";"450";"13500";"3072";"900"
"4202602";"Bom Retiro (SC)";"..";"-";"-";"360";"221";"21600";"28800";"150"
"4202701";"Botuverá (SC)";"..";"-";"-";"15";"293";"688";"-";"-"
"4202800";"Braço do Norte (SC)";"..";"-";"-";"23";"1325";"1896";"-";"-"
"4202859";"Braço do Trombudo (SC)";"..";"-";"366";"15";"4500";"3600";"300";"5"
"4202875";"Brunópolis (SC)";"..";"-";"-";"1730";"-";"8400";"27000";"90"
"4202909";"Brusque (SC)";"..";"-";"250";"-";"71";"65";"-";"-"
"4203006";"Caçador (SC)";"..";"-";"-";"840";"-";"18720";"7590";"420"
"4203105";"Caibi (SC)";"..";"-";"-";"78";"2200";"13500";"2340";"108"
"4203154";"Calmon (SC)";"..";"-";"-";"120";"-";"5760";"3000";"-"
"4203204";"Camboriú (SC)";"..";"-";"8075";"5";"340";"50";"-";"-"
"4203253";"Capão Alto (SC)";"..";"-";"-";"567";"-";"22680";"18000";"720"
"4203303";"Campo Alegre (SC)";"..";"-";"-";"292";"-";"13200";"7500";"150"
"4203402";"Campo Belo do Sul (SC)";"..";"-";"6";"4500";"-";"50000";"48750";"1440"
"4203501";"Campo Erê (SC)";"..";"-";"-";"2202";"300";"37800";"67320";"4800"
"4203600";"Campos Novos (SC)";"..";"-";"-";"11550";"360";"96000";"254100";"11550"
"4203709";"Canelinha (SC)";"..";"-";"3100";"2";"547";"17";"-";"-"
"4203808";"Canoinhas (SC)";"..";"-";"-";"3240";"-";"59850";"81900";"4500"
"4203907";"Capinzal (SC)";"..";"-";"-";"378";"225";"6510";"20280";"840"
"4203956";"Capivari de Baixo (SC)";"..";"-";"13093";"5";"-";"50";"-";"-"
"4204004";"Catanduvas (SC)";"..";"-";"-";"32";"-";"3045";"1098";"112"
"4204103";"Caxambu do Sul (SC)";"..";"-";"-";"57";"875";"24200";"5890";"2241"
"4204152";"Celso Ramos (SC)";"..";"-";"20";"360";"375";"10800";"5610";"-"
"4204178";"Cerro Negro (SC)";"..";"-";"4";"2625";"-";"35100";"16920";"360"
"4204194";"Chapadão do Lageado (SC)";"..";"-";"-";"102";"900";"6696";"1786";"158"
"4204202";"Chapecó (SC)";"..";"-";"-";"1718";"5500";"38400";"39600";"3840"
"4204251";"Cocal do Sul (SC)";"..";"-";"1190";"62";"140";"1400";"-";"-"
"4204301";"Concórdia (SC)";"..";"-";"14";"375";"2200";"64000";"5000";"500"
"4204350";"Cordilheira Alta (SC)";"..";"-";"-";"27";"-";"2040";"360";"168"
"4204400";"Coronel Freitas (SC)";"..";"-";"-";"124";"-";"3360";"6930";"150"
"4204459";"Coronel Martins (SC)";"..";"-";"-";"120";"420";"7200";"9240";"210"
"4204509";"Corupá (SC)";"..";"-";"325";"-";"163";"210";"-";"-"
"4204558";"Correia Pinto (SC)";"..";"-";"-";"420";"-";"10080";"23400";"360"
"4204608";"Criciúma (SC)";"..";"-";"1303";"295";"264";"10200";"1440";"-"
"4204707";"Cunha Porã (SC)";"..";"-";"-";"113";"4500";"13200";"10230";"4896"
"4204756";"Cunhataí (SC)";"..";"-";"-";"86";"1400";"3840";"240";"108"
"4204806";"Curitibanos (SC)";"..";"-";"-";"6750";"-";"31500";"56880";"-"
"4204905";"Descanso (SC)";"..";"-";"-";"360";"1000";"48330";"5000";"-"
"4205001";"Dionísio Cerqueira (SC)";"..";"-";"-";"1260";"3500";"21600";"32400";"2700"
"4205100";"Dona Emma (SC)";"..";"-";"120";"49";"750";"6440";"36";"-"
"4205159";"Doutor Pedrinho (SC)";"..";"-";"6800";"-";"269";"1200";"-";"-"
"4205175";"Entre Rios (SC)";"..";"-";"1";"255";"300";"3840";"4320";"420"
"4205191";"Ermo (SC)";"..";"-";"24800";"10";"1040";"2970";"-";"-"
"4205209";"Erval Velho (SC)";"..";"-";"-";"105";"150";"29700";"7686";"492"
"4205308";"Faxinal dos Guedes (SC)";"..";"-";"2";"2400";"300";"14040";"42120";"2160"
"4205357";"Flor do Sertão (SC)";"..";"-";"-";"171";"250";"5454";"1332";"252"
"4205407";"Florianópolis (SC)";"..";"-";"-";"4";"216";"200";"-";"-"
"4205431";"Formosa do Sul (SC)";"..";"-";"-";"23";"300";"2772";"480";"12"
"4205456";"Forquilhinha (SC)";"..";"-";"84150";"126";"-";"7000";"1512";"-"
"4205506";"Fraiburgo (SC)";"..";"-";"-";"5670";"-";"59400";"20880";"720"
"4205555";"Frei Rogério (SC)";"..";"-";"-";"3090";"-";"25500";"10800";"-"
"4205605";"Galvão (SC)";"..";"-";"-";"649";"300";"9000";"15000";"375"
"4205704";"Garopaba (SC)";"..";"-";"285";"20";"2160";"-";"-";"-"
"4205803";"Garuva (SC)";"..";"-";"6045";"-";"630";"-";"-";"-"
"4205902";"Gaspar (SC)";"..";"-";"28120";"20";"2250";"580";"-";"-"
"4206009";"Governador Celso Ramos (SC)";"..";"-";"-";"25";"360";"81";"-";"-"
"4206108";"Grão Pará (SC)";"..";"-";"6";"39";"360";"3465";"-";"-"
"4206207";"Gravatal (SC)";"..";"-";"3885";"40";"324";"72";"-";"-"
"4206306";"Guabiruba (SC)";"..";"-";"232";"8";"77";"458";"-";"-"
"4206405";"Guaraciaba (SC)";"..";"-";"-";"352";"3750";"24000";"13100";"1800"
"4206504";"Guaramirim (SC)";"..";"-";"38400";"-";"2000";"54";"-";"-"
"4206603";"Guarujá do Sul (SC)";"..";"-";"-";"211";"400";"4937";"2699";"240"
"4206652";"Guatambú (SC)";"..";"-";"5";"369";"780";"9600";"15480";"1260"
"4206702";"Herval d'Oeste (SC)";"..";"-";"-";"53";"330";"13120";"1280";"26"
"4206751";"Ibiam (SC)";"..";"-";"-";"54";"-";"9792";"943";"168"
"4206801";"Ibicaré (SC)";"..";"-";"12";"21";"1050";"26250";"320";"24"
"4206900";"Ibirama (SC)";"..";"-";"459";"22";"600";"1674";"-";"-"
"4207007";"Içara (SC)";"..";"-";"12925";"1430";"2160";"15400";"396";"-"
"4207106";"Ilhota (SC)";"..";"-";"21240";"-";"450";"18";"-";"-"
"4207205";"Imaruí (SC)";"..";"-";"23800";"79";"17460";"360";"-";"-"
"4207304";"Imbituba (SC)";"..";"-";"18157";"22";"6100";"200";"-";"-"
"4207403";"Imbuia (SC)";"..";"-";"-";"360";"625";"6802";"1815";"75"
"4207502";"Indaial (SC)";"..";"-";"1627";"14";"5400";"392";"-";"-"
"4207577";"Iomerê (SC)";"..";"-";"-";"11";"-";"13770";"234";"270"
"4207601";"Ipira (SC)";"..";"-";"9";"45";"500";"11700";"584";"400"
"4207650";"Iporã do Oeste (SC)";"..";"-";"-";"184";"5000";"40710";"2760";"150"
"4207684";"Ipuaçu (SC)";"..";"-";"-";"2035";"450";"9120";"46000";"1620"
"4207700";"Ipumirim (SC)";"..";"-";"-";"30";"500";"11000";"950";"-"
"4207759";"Iraceminha (SC)";"..";"-";"-";"77";"1320";"16380";"8100";"675"
"4207809";"Irani (SC)";"..";"-";"-";"24";"300";"16000";"7400";"150"
"4207858";"Irati (SC)";"..";"-";"8";"61";"200";"1800";"2640";"132"
"4207908";"Irineópolis (SC)";"..";"-";"-";"1420";"-";"25740";"43680";"3000"
"4208005";"Itá (SC)";"..";"-";"-";"24";"250";"6200";"120";"150"
"4208104";"Itaiópolis (SC)";"..";"-";"-";"2880";"-";"48000";"78000";"4620"
"4208203";"Itajaí (SC)";"..";"-";"12350";"12";"1800";"-";"-";"-"
"4208302";"Itapema (SC)";"..";"-";"2760";"-";"740";"-";"-";"-"
"4208401";"Itapiranga (SC)";"..";"-";"-";"171";"4000";"20880";"3150";"-"
"4208450";"Itapoá (SC)";"..";"-";"840";"-";"700";"-";"-";"-"
"4208500";"Ituporanga (SC)";"..";"-";"-";"2490";"1200";"18120";"12600";"375"
"4208609";"Jaborá (SC)";"..";"-";"-";"42";"270";"24750";"1740";"104"
"4208708";"Jacinto Machado (SC)";"..";"-";"55800";"20";"646";"9000";"27";"-"
"4208807";"Jaguaruna (SC)";"..";"-";"33280";"57";"14700";"750";"-";"-"
"4208906";"Jaraguá do Sul (SC)";"..";"-";"7055";"-";"7200";"640";"-";"-"
"4208955";"Jardinópolis (SC)";"..";"-";"-";"190";"456";"1125";"2100";"720"
"4209003";"Joaçaba (SC)";"..";"-";"10";"42";"150";"23000";"3132";"120"
"4209102";"Joinville (SC)";"..";"-";"19020";"-";"10800";"-";"-";"-"
"4209151";"José Boiteux (SC)";"..";"-";"31";"19";"900";"1392";"-";"-"
"4209177";"Jupiá (SC)";"..";"-";"2";"61";"70";"5880";"7200";"90"
"4209201";"Lacerdópolis (SC)";"..";"-";"-";"-";"150";"14820";"60";"-"
"4209300";"Lages (SC)";"..";"-";"-";"3096";"270";"41280";"28000";"630"
"4209409";"Laguna (SC)";"..";"-";"6628";"9";"252";"72";"-";"-"
"4209458";"Lajeado Grande (SC)";"..";"-";"-";"450";"-";"4050";"8580";"600"
"4209508";"Laurentino (SC)";"..";"-";"798";"12";"660";"4056";"36";"8"
"4209607";"Lauro Müller (SC)";"..";"-";"10";"31";"315";"1551";"-";"-"
"4209706";"Lebon Régis (SC)";"..";"-";"-";"1872";"-";"19200";"12210";"480"
"4209805";"Leoberto Leal (SC)";"..";"-";"-";"184";"900";"3188";"195";"-"
"4209854";"Lindóia do Sul (SC)";"..";"-";"-";"25";"160";"10000";"740";"-"
"4209904";"Lontras (SC)";"..";"-";"1558";"171";"4125";"11277";"15";"-"
"4210001";"Luiz Alves (SC)";"..";"-";"3033";"-";"360";"90";"-";"-"
"4210035";"Luzerna (SC)";"..";"-";"12";"19";"260";"11250";"905";"36"
"4210050";"Macieira (SC)";"..";"-";"-";"8";"-";"9720";"360";"42"
"4210100";"Mafra (SC)";"..";"-";"-";"3480";"-";"56100";"89700";"7200"
"4210209";"Major Gercino (SC)";"..";"-";"-";"44";"2059";"1124";"-";"-"
"4210308";"Major Vieira (SC)";"..";"-";"-";"462";"-";"9300";"46020";"2880"
"4210407";"Maracajá (SC)";"..";"-";"11700";"5";"960";"2160";"22";"-"
"4210506";"Maravilha (SC)";"..";"-";"-";"153";"2200";"21420";"14400";"3360"
"4210555";"Marema (SC)";"..";"-";"-";"194";"400";"3220";"3078";"57"
"4210605";"Massaranduba (SC)";"..";"-";"54000";"-";"900";"180";"-";"-"
"4210704";"Matos Costa (SC)";"..";"-";"-";"272";"-";"5640";"1400";"-"
"4210803";"Meleiro (SC)";"..";"-";"76878";"50";"240";"4623";"240";"-"
"4210852";"Mirim Doce (SC)";"..";"-";"16187";"9";"-";"300";"-";"-"
"4210902";"Modelo (SC)";"..";"-";"-";"35";"3600";"7920";"3300";"630"
"4211009";"Mondaí (SC)";"..";"-";"-";"60";"1500";"12600";"420";"-"
"4211058";"Monte Carlo (SC)";"..";"-";"-";"306";"260";"5820";"4464";"210"
"4211108";"Monte Castelo (SC)";"..";"-";"110";"276";"-";"8370";"17550";"240"
"4211207";"Morro da Fumaça (SC)";"..";"-";"2127";"54";"1180";"2695";"189";"-"
"4211256";"Morro Grande (SC)";"..";"-";"25358";"25";"340";"3402";"-";"-"
"4211306";"Navegantes (SC)";"..";"-";"6202";"-";"2100";"-";"-";"-"
"4211405";"Nova Erechim (SC)";"..";"-";"-";"-";"250";"2550";"3000";"1080"
"4211454";"Nova Itaberaba (SC)";"..";"-";"5";"270";"900";"4896";"1890";"288"
"4211504";"Nova Trento (SC)";"..";"-";"-";"81";"2873";"1004";"-";"-"
"4211603";"Nova Veneza (SC)";"..";"-";"63960";"34";"300";"6880";"-";"-"
"4211652";"Novo Horizonte (SC)";"..";"-";"-";"144";"1200";"10800";"9720";"150"
"4211702";"Orleans (SC)";"..";"-";"9";"74";"1350";"8052";"-";"-"
"4211751";"Otacílio Costa (SC)";"..";"-";"-";"270";"-";"23760";"21600";"-"
"4211801";"Ouro (SC)";"..";"-";"48";"60";"1000";"21060";"1080";"520"
"4211850";"Ouro Verde (SC)";"..";"-";"-";"4340";"180";"25200";"33264";"2550"
"4211876";"Paial (SC)";"..";"-";"-";"30";"160";"4400";"225";"-"
"4211892";"Painel (SC)";"..";"-";"-";"120";"-";"1260";"720";"-"
"4211900";"Palhoça (SC)";"..";"-";"4000";"5";"500";"850";"-";"-"
"4212007";"Palma Sola (SC)";"..";"-";"5";"759";"1250";"15300";"32900";"1200"
"4212056";"Palmeira (SC)";"..";"-";"-";"540";"-";"4320";"3240";"-"
"4212106";"Palmitos (SC)";"..";"-";"-";"295";"2000";"57600";"7056";"-"
"4212205";"Papanduva (SC)";"..";"-";"420";"2248";"-";"28560";"58500";"4680"
"4212239";"Paraíso (SC)";"..";"-";"-";"45";"500";"15480";"3672";"297"
"4212254";"Passo de Torres (SC)";"..";"-";"4200";"-";"300";"200";"-";"-"
"4212270";"Passos Maia (SC)";"..";"-";"-";"105";"400";"14280";"25200";"-"
"4212304";"Paulo Lopes (SC)";"..";"-";"7410";"20";"2250";"168";"-";"-"
"4212403";"Pedras Grandes (SC)";"..";"-";"440";"2190";"5280";"10500";"-";"-"
"4212502";"Penha (SC)";"..";"-";"-";"-";"300";"-";"-";"-"
"4212601";"Peritiba (SC)";"..";"-";"-";"30";"700";"9300";"432";"300"
"4212650";"Pescaria Brava (SC)";"..";"-";"86";"5";"3510";"18";"-";"-"
"4212700";"Petrolândia (SC)";"..";"-";"130";"109";"900";"16200";"5070";"105"
"4212809";"Balneário Piçarras (SC)";"..";"-";"3400";"-";"300";"-";"-";"-"
"4212908";"Pinhalzinho (SC)";"..";"-";"15";"429";"3000";"12960";"6960";"1470"
"4213005";"Pinheiro Preto (SC)";"..";"-";"-";"-";"-";"6408";"660";"45"
"4213104";"Piratuba (SC)";"..";"-";"-";"52";"375";"5700";"1800";"336"
"4213153";"Planalto Alegre (SC)";"..";"-";"-";"30";"1870";"3456";"351";"225"
"4213203";"Pomerode (SC)";"..";"-";"-";"2";"6000";"400";"-";"-"
"4213302";"Ponte Alta (SC)";"..";"-";"-";"105";"30";"7500";"14400";"-"
"4213351";"Ponte Alta do Norte (SC)";"..";"-";"-";"43";"-";"720";"1440";"-"
"4213401";"Ponte Serrada (SC)";"..";"-";"-";"50";"140";"12000";"16000";"240"
"4213500";"Porto Belo (SC)";"..";"-";"525";"-";"50";"-";"-";"-"
"4213609";"Porto União (SC)";"..";"-";"-";"484";"-";"18600";"27300";"96"
"4213708";"Pouso Redondo (SC)";"..";"-";"17544";"30";"750";"4200";"825";"-"
"4213807";"Praia Grande (SC)";"..";"-";"24288";"10";"930";"1620";"-";"-"
"4213906";"Presidente Castello Branco (SC)";"..";"-";"-";"8";"80";"4800";"40";"-"
"4214003";"Presidente Getúlio (SC)";"..";"-";"560";"42";"1250";"11040";"1620";"-"
"4214102";"Presidente Nereu (SC)";"..";"-";"-";"44";"450";"2925";"-";"-"
"4214151";"Princesa (SC)";"..";"-";"-";"120";"400";"8040";"1740";"-"
"4214201";"Quilombo (SC)";"..";"-";"10";"583";"1350";"45360";"18525";"432"
"4214300";"Rancho Queimado (SC)";"..";"-";"-";"9";"600";"342";"-";"-"
"4214409";"Rio das Antas (SC)";"..";"-";"-";"19";"-";"18900";"7560";"900"
"4214508";"Rio do Campo (SC)";"..";"-";"12000";"40";"60";"3960";"2160";"-"
"4214607";"Rio do Oeste (SC)";"..";"-";"14000";"157";"5000";"9000";"300";"-"
"4214706";"Rio dos Cedros (SC)";"..";"-";"8250";"20";"900";"750";"36";"36"
"4214805";"Rio do Sul (SC)";"..";"-";"2880";"75";"1000";"8349";"-";"-"
"4214904";"Rio Fortuna (SC)";"..";"-";"-";"10";"585";"1512";"-";"-"
"4215000";"Rio Negrinho (SC)";"..";"-";"-";"743";"300";"16000";"39100";"450"
"4215059";"Rio Rufino (SC)";"..";"-";"-";"126";"-";"2184";"612";"-"
"4215075";"Riqueza (SC)";"..";"-";"-";"-";"2500";"11250";"450";"-"
"4215109";"Rodeio (SC)";"..";"-";"5250";"5";"2000";"60";"-";"-"
"4215208";"Romelândia (SC)";"..";"-";"-";"42";"1250";"9120";"750";"81"
"4215307";"Salete (SC)";"..";"-";"720";"18";"30";"7920";"300";"-"
"4215356";"Saltinho (SC)";"..";"-";"2";"90";"1500";"7200";"3570";"310"
"4215406";"Salto Veloso (SC)";"..";"-";"-";"27";"80";"13356";"180";"30"
"4215455";"Sangão (SC)";"..";"-";"4216";"4";"27170";"256";"-";"-"
"4215505";"Santa Cecília (SC)";"..";"-";"-";"92";"-";"2184";"6318";"780"
"4215554";"Santa Helena (SC)";"..";"-";"-";"152";"600";"7560";"1194";"-"
"4215604";"Santa Rosa de Lima (SC)";"..";"-";"3";"9";"375";"220";"-";"-"
"4215653";"Santa Rosa do Sul (SC)";"..";"-";"5164";"25";"3420";"1755";"-";"-"
"4215679";"Santa Terezinha (SC)";"..";"-";"300";"272";"120";"21600";"32160";"220"
"4215687";"Santa Terezinha do Progresso (SC)";"..";"-";"4";"54";"600";"3240";"1080";"-"
"4215695";"Santiago do Sul (SC)";"..";"-";"6";"42";"240";"6300";"2268";"156"
"4215703";"Santo Amaro da Imperatriz (SC)";"..";"-";"56";"10";"1500";"46";"-";"-"
"4215752";"São Bernardino (SC)";"..";"-";"4";"120";"1200";"4320";"4320";"38"
"4215802";"São Bento do Sul (SC)";"..";"-";"-";"132";"560";"6000";"3300";"45"
"4215901";"São Bonifácio (SC)";"..";"-";"5";"174";"900";"179";"-";"-"
"4216008";"São Carlos (SC)";"..";"-";"-";"78";"4000";"13440";"1200";"36"
"4216057";"São Cristóvão do Sul (SC)";"..";"-";"-";"23";"-";"420";"972";"-"
"4216107";"São Domingos (SC)";"..";"-";"6";"6003";"720";"30600";"79200";"1620"
"4216206";"São Francisco do Sul (SC)";"..";"-";"195";"-";"95";"-";"-";"-"
"4216255";"São João do Oeste (SC)";"..";"-";"-";"59";"1000";"19410";"173";"-"
"4216305";"São João Batista (SC)";"..";"-";"122";"5";"8943";"308";"-";"-"
"4216354";"São João do Itaperiú (SC)";"..";"-";"9048";"-";"308";"-";"-";"-"
"4216404";"São João do Sul (SC)";"..";"-";"30000";"35";"7800";"4800";"-";"-"
"4216503";"São Joaquim (SC)";"..";"-";"-";"108";"-";"5520";"-";"-"
"4216602";"São José (SC)";"..";"-";"-";"9";"1640";"216";"-";"-"
"4216701";"São José do Cedro (SC)";"..";"-";"-";"924";"1000";"37000";"16356";"300"
"4216800";"São José do Cerrito (SC)";"..";"-";"-";"7200";"-";"36000";"19500";"450"
"4216909";"São Lourenço do Oeste (SC)";"..";"-";"-";"144";"300";"19500";"23400";"1250"
"4217006";"São Ludgero (SC)";"..";"-";"-";"8";"108";"156";"-";"-"
"4217105";"São Martinho (SC)";"..";"-";"-";"120";"5500";"600";"-";"-"
"4217154";"São Miguel da Boa Vista (SC)";"..";"-";"-";"81";"400";"4950";"950";"57"
"4217204";"São Miguel do Oeste (SC)";"..";"-";"-";"54";"2000";"17400";"5496";"405"
"4217253";"São Pedro de Alcântara (SC)";"..";"-";"-";"15";"110";"-";"-";"-"
"4217303";"Saudades (SC)";"..";"-";"3";"72";"10800";"23400";"8100";"840"
"4217402";"Schroeder (SC)";"..";"-";"1680";"-";"750";"200";"-";"-"
"4217501";"Seara (SC)";"..";"-";"6";"75";"600";"25000";"612";"210"
"4217550";"Serra Alta (SC)";"..";"-";"-";"40";"1400";"8100";"1748";"1020"
"4217600";"Siderópolis (SC)";"..";"-";"455";"16";"480";"1400";"-";"-"
"4217709";"Sombrio (SC)";"..";"-";"10153";"42";"15030";"7800";"-";"-"
"4217758";"Sul Brasil (SC)";"..";"-";"6";"72";"1500";"5400";"396";"38"
"4217808";"Taió (SC)";"..";"-";"20700";"198";"1750";"16500";"1890";"-"
"4217907";"Tangará (SC)";"..";"-";"-";"170";"540";"39000";"10800";"1440"
"4217956";"Tigrinhos (SC)";"..";"-";"-";"165";"180";"5280";"1125";"900"
"4218004";"Tijucas (SC)";"..";"-";"10920";"3";"972";"358";"-";"-"
"4218103";"Timbé do Sul (SC)";"..";"-";"14700";"25";"255";"3840";"-";"-"
"4218202";"Timbó (SC)";"..";"-";"5600";"-";"400";"580";"-";"-"
"4218251";"Timbó Grande (SC)";"..";"-";"-";"108";"-";"5760";"1188";"-"
"4218301";"Três Barras (SC)";"..";"-";"-";"1290";"-";"15300";"25350";"1200"
"4218350";"Treviso (SC)";"..";"-";"95";"4";"75";"396";"-";"-"
"4218400";"Treze de Maio (SC)";"..";"-";"7884";"204";"1540";"5940";"54";"-"
"4218509";"Treze Tílias (SC)";"..";"-";"-";"21";"1200";"9000";"1392";"52"
"4218608";"Trombudo Central (SC)";"..";"-";"640";"73";"6000";"4920";"574";"-"
"4218707";"Tubarão (SC)";"..";"-";"43800";"84";"1260";"1800";"-";"-"
"4218756";"Tunápolis (SC)";"..";"-";"-";"18";"200";"10014";"200";"50"
"4218806";"Turvo (SC)";"..";"-";"80400";"45";"510";"10935";"108";"-"
"4218855";"União do Oeste (SC)";"..";"-";"-";"156";"900";"7140";"3000";"720"
"4218905";"Urubici (SC)";"..";"-";"-";"18";"-";"4320";"-";"-"
"4218954";"Urupema (SC)";"..";"-";"-";"126";"-";"624";"-";"-"
"4219002";"Urussanga (SC)";"..";"-";"294";"102";"340";"2128";"-";"-"
"4219101";"Vargeão (SC)";"..";"-";"-";"42";"200";"7680";"17250";"1050"
"4219150";"Vargem (SC)";"..";"-";"-";"1050";"90";"14040";"9516";"472"
"4219176";"Vargem Bonita (SC)";"..";"-";"-";"100";"-";"4380";"1485";"104"
"4219200";"Vidal Ramos (SC)";"..";"-";"-";"453";"1440";"8970";"3000";"333"
"4219309";"Videira (SC)";"..";"-";"-";"78";"100";"32400";"11970";"384"
"4219358";"Vitor Meireles (SC)";"..";"-";"448";"143";"2600";"9888";"1404";"-"
"4219408";"Witmarsum (SC)";"..";"-";"78";"11";"1080";"4944";"-";"-"
"4219507";"Xanxerê (SC)";"..";"-";"-";"420";"600";"26220";"46800";"5400"
"4219606";"Xavantina (SC)";"..";"-";"-";"30";"500";"9600";"320";"60"
"4219705";"Xaxim (SC)";"..";"-";"-";"267";"750";"8640";"15120";"1560"
"4219853";"Zortéa (SC)";"..";"-";"-";"105";"75";"9900";"25350";"1680"
"4220000";"Balneário Rincão (SC)";"..";"-";"-";"9";"72";"48";"-";"-"
"4300034";"Aceguá (RS)";"..";"-";"87159";"-";"-";"1548";"50000";"640"
"4300059";"Água Santa (RS)";"..";"-";"-";"36";"200";"7650";"53820";"2970"
"4300109";"Agudo (RS)";"..";"-";"74339";"445";"36000";"14700";"2790";"4"
"4300208";"Ajuricaba (RS)";"..";"-";"-";"13";"750";"4640";"68796";"9660"
"4300307";"Alecrim (RS)";"..";"-";"2";"68";"6000";"7200";"6600";"720"
"4300406";"Alegrete (RS)";"..";"-";"504955";"-";"1200";"14400";"81000";"1000"
"4300455";"Alegria (RS)";"..";"-";"-";"94";"3000";"12391";"20061";"3450"
"4300471";"Almirante Tamandaré do Sul (RS)";"..";"-";"-";"73";"560";"8542";"67728";"10320"
"4300505";"Alpestre (RS)";"..";"-";"9";"461";"10400";"25891";"1820";"19"
"4300554";"Alto Alegre (RS)";"..";"-";"-";"120";"280";"2255";"21936";"1650"
"4300570";"Alto Feliz (RS)";"..";"-";"-";"31";"500";"1200";"-";"-"
"4300604";"Alvorada (RS)";"..";"-";"350";"-";"140";"5";"-";"-"
"4300638";"Amaral Ferrador (RS)";"..";"-";"3012";"102";"300";"5400";"3360";"-"
"4300646";"Ametista do Sul (RS)";"..";"-";"15";"210";"3000";"5520";"1397";"6"
"4300661";"André da Rocha (RS)";"..";"-";"-";"36";"18";"44550";"65832";"1650"
"4300703";"Anta Gorda (RS)";"..";"-";"15";"135";"760";"42768";"1044";"65"
"4300802";"Antônio Prado (RS)";"..";"-";"-";"41";"240";"13325";"360";"75"
"4300851";"Arambaré (RS)";"..";"-";"106766";"9";"49";"240";"25038";"-"
"4300877";"Araricá (RS)";"..";"-";"4";"17";"720";"150";"-";"-"
"4300901";"Aratiba (RS)";"..";"-";"-";"38";"675";"23520";"3240";"660"
"4301008";"Arroio do Meio (RS)";"..";"-";"-";"72";"1200";"6900";"3600";"210"
"4301057";"Arroio do Sal (RS)";"..";"-";"-";"-";"448";"80";"-";"-"
"4301073";"Arroio do Padre (RS)";"..";"-";"-";"23";"-";"1400";"600";"-"
"4301107";"Arroio dos Ratos (RS)";"..";"-";"-";"28";"2400";"450";"7560";"1050"
"4301206";"Arroio do Tigre (RS)";"..";"-";"-";"898";"3300";"18500";"34320";"840"
"4301305";"Arroio Grande (RS)";"..";"-";"367929";"84";"42";"3672";"123240";"1440"
"4301404";"Arvorezinha (RS)";"..";"-";"6";"345";"400";"17160";"3240";"51"
"4301503";"Augusto Pestana (RS)";"..";"-";"-";"50";"700";"2910";"74088";"4400"
"4301552";"Áurea (RS)";"..";"-";"7";"52";"300";"12000";"24480";"1260"
"4301602";"Bagé (RS)";"..";"-";"86558";"-";"-";"1440";"73500";"-"
"4301636";"Balneário Pinhal (RS)";"..";"-";"3397";"-";"45";"12";"180";"-"
"4301651";"Barão (RS)";"..";"-";"5";"28";"1000";"6375";"-";"-"
"4301701";"Barão de Cotegipe (RS)";"..";"-";"-";"108";"3000";"33300";"36000";"720"
"4301750";"Barão do Triunfo (RS)";"..";"-";"2066";"315";"840";"12650";"1600";"100"
"4301800";"Barracão (RS)";"..";"-";"-";"207";"80";"6000";"98280";"2880"
"4301859";"Barra do Guarita (RS)";"..";"-";"-";"9";"540";"5280";"4320";"300"
"4301875";"Barra do Quaraí (RS)";"..";"-";"212121";"-";"24";"225";"422";"-"
"4301909";"Barra do Ribeiro (RS)";"..";"-";"96658";"6";"1350";"450";"10341";"-"
"4301925";"Barra do Rio Azul (RS)";"..";"-";"-";"13";"1100";"12075";"1872";"315"
"4301958";"Barra Funda (RS)";"..";"-";"-";"15";"690";"5400";"13872";"720"
"4302006";"Barros Cassal (RS)";"..";"-";"-";"324";"3000";"10080";"29050";"396"
"4302055";"Benjamin Constant do Sul (RS)";"..";"-";"1";"57";"125";"7800";"3300";"1000"
"4302105";"Bento Gonçalves (RS)";"..";"-";"-";"132";"1300";"1200";"-";"4"
"4302154";"Boa Vista das Missões (RS)";"..";"-";"15";"765";"225";"23400";"52200";"8000"
"4302204";"Boa Vista do Buricá (RS)";"..";"-";"-";"20";"1600";"6900";"9900";"1050"
"4302220";"Boa Vista do Cadeado (RS)";"..";"-";"-";"263";"3150";"20520";"145750";"10800"
"4302238";"Boa Vista do Incra (RS)";"..";"-";"-";"34";"2000";"24120";"98760";"4500"
"4302253";"Boa Vista do Sul (RS)";"..";"-";"-";"17";"150";"2400";"-";"-"
"4302303";"Bom Jesus (RS)";"..";"-";"-";"1501";"-";"50050";"27720";"3525"
"4302352";"Bom Princípio (RS)";"..";"-";"26";"45";"4513";"1600";"-";"-"
"4302378";"Bom Progresso (RS)";"..";"-";"-";"13";"720";"8100";"12600";"2160"
"4302402";"Bom Retiro do Sul (RS)";"..";"-";"221";"9";"360";"1800";"360";"68"
"4302451";"Boqueirão do Leão (RS)";"..";"-";"9";"443";"900";"6400";"1440";"-"
"4302501";"Bossoroca (RS)";"..";"-";"-";"-";"1896";"15060";"145200";"4080"
"4302584";"Bozano (RS)";"..";"-";"-";"33";"1400";"4090";"43499";"3750"
"4302600";"Braga (RS)";"..";"-";"-";"17";"450";"8580";"22800";"2700"
